,plateifu,M*,sigma,min,mout,ext,hsig
457,8591-6102,11.565180882478014,2.440277,11.266517351174256,11.024023914491957,1.0,-1.0
458,8592-12703,11.451230200459026,2.3526993,11.068395358094817,10.96673395292332,-1.0,1.0
459,8592-12705,11.365120366576605,2.3487685,11.006034312755459,10.909018305529887,-1.0,1.0
460,8592-9102,11.495367557553966,2.4313147,11.17189857331601,11.02020442677105,0.0,-1.0
461,8593-3704,11.765241539723627,2.470112,11.318953640015792,11.399531478355069,0.0,-1.0
462,8593-6103,11.315724997786083,2.4966452,11.13338867309468,10.425656959195429,1.0,0.0
463,8595-12704,11.5394904228323,2.3500888,11.070465651485339,11.17799196681037,-1.0,1.0
464,8595-3701,11.376333231243136,2.393969,11.109817257509725,10.769058913431515,0.0,0.0
465,8595-6101,11.659685156583116,2.4328709,11.265948343531274,11.2444037424452,0.0,0.0
466,8597-3703,11.20945173981114,2.3186152,11.037414878840783,10.393429957366658,1.0,1.0
467,8597-3704,11.272018007419684,2.357575,11.103923660422886,10.415405403777772,1.0,0.0
468,8597-9101,11.449826368731925,2.3679585,11.178963875858068,10.855148737144384,1.0,1.0
469,8600-12703,11.398384132649573,2.336316,11.058664540375457,10.921612430066943,-1.0,1.0
470,8600-9101,11.60340021286296,2.4498262,11.193859447882105,11.235202558639012,-1.0,-1.0
471,8601-6104,11.203709869300864,2.3726742,11.019729517868482,10.413015226864209,1.0,-1.0
472,8601-9102,11.314836457633838,2.4135582,11.114980352765985,10.532238112297062,1.0,-1.0
473,8602-12704,11.345462056682168,2.3459983,11.07564447738196,10.714610840326998,0.0,1.0
474,8606-9101,11.532199380491917,2.4083853,11.180697408725255,11.084706077808637,0.0,0.0
475,8609-6102,11.295606464648085,2.377575,11.070768692012962,10.558431910111386,1.0,-1.0
476,8612-6103,11.387332592306185,2.4301546,11.092817937224488,10.848714853383457,-1.0,-1.0
477,8613-12704,11.227789704362326,2.3793182,10.902121833109529,10.703967954036472,-1.0,0.0
478,8613-12705,11.818572800294382,2.5800772,11.235373040688042,11.524879443703501,-1.0,0.0
479,8613-6102,11.785388004846197,2.512716,11.367953925509196,11.391641437317418,0.0,-1.0
480,8613-6104,11.4440746886617,2.3612983,11.157312307596463,10.856102095685776,0.0,1.0
481,8615-12703,11.48625901969242,2.3916621,11.157087789727893,10.978792200977901,0.0,0.0
482,8615-12704,11.744901700444311,2.5414753,11.250658624375635,11.405528018353936,-1.0,0.0
483,8615-3702,11.377507357632993,2.466185,11.149442764270262,10.74208242560122,1.0,-1.0
484,8616-12703,11.913140957833406,2.4826279,11.409539264123469,11.574405113997603,0.0,0.0
485,8617-9102,11.362602399668077,2.4038455,11.099890355915772,10.778230386557683,0.0,-1.0
486,8619-6101,11.543448602608153,2.4109306,11.264226366171213,10.98913018745246,1.0,0.0
487,8619-9101,11.660524026264378,2.462498,11.277849782017185,11.190329430826116,0.0,-1.0
488,8621-9102,11.638059452652001,2.3303883,11.180899548231427,11.267514124104862,-1.0,1.0
489,8624-12701,11.473733286194454,2.4128482,11.026611911566926,11.07361601214192,-1.0,0.0
490,8625-12704,11.622137635675383,2.4727132,11.300921168379132,11.048163369643968,1.0,-1.0
491,8626-6101,11.284468586909712,2.3716,11.012578829567907,10.671891698349887,-1.0,0.0
492,8626-6102,11.230879344685144,2.3029692,10.97479577218672,10.526007173689766,-1.0,1.0
493,8651-9102,11.439513972482935,2.3470547,11.181483801846513,10.783958287218823,1.0,1.0
494,8652-12704,11.35782506904858,2.4122493,11.079317294136587,10.742168234485597,0.0,-1.0
495,8652-3701,11.316953203681702,2.4033456,11.111033917993925,10.507737019362114,1.0,-1.0
496,8652-3703,11.271649157339143,2.3148873,11.10888337328422,10.377268662147701,1.0,1.0
497,8654-6104,11.45868498086711,2.4439874,11.148631769101282,10.912937789012174,0.0,-1.0
498,8655-3702,11.487911001492774,2.4414563,11.222674840258492,10.879487632547413,1.0,-1.0
499,8655-9101,11.256579499580393,2.2964766,10.853527777555467,10.817286373641661,0.0,1.0
500,8711-12704,11.220911419323677,2.2558968,10.983461346428374,10.498406335882667,0.0,1.0
501,8713-3702,11.525138164656129,2.434157,11.245872011590823,10.9347916651677,1.0,-1.0
502,8714-12701,11.495957122533422,2.3338468,11.088813802233705,11.06870604519065,-1.0,1.0
503,8714-3704,11.376259161954382,2.3417728,11.187079555676158,10.560841865272357,1.0,0.0
504,8714-6103,11.43900911865908,2.362241,11.152837730225066,10.837768058084947,0.0,1.0
505,8717-12702,11.644506052578873,2.3725567,11.202757508000083,11.27758765631772,-1.0,1.0
506,8717-3702,11.346533315231007,2.3533142,11.112252884111799,10.633889883556455,1.0,0.0
507,8717-6104,11.652277929435245,2.4258568,11.25218053854411,11.225829376265454,0.0,0.0
508,8717-9102,11.531240335221591,2.438107,11.171079121246606,11.063986798714875,-1.0,-1.0
509,8718-6103,11.313886342910948,2.333632,11.074520640211789,10.659653090096667,0.0,1.0
510,8720-3703,11.420321410956928,2.3993008,11.198265130006554,10.67954210492866,1.0,-1.0
511,8720-9101,11.378793768618362,2.3458803,11.051219071622764,10.814558394270417,-1.0,1.0
512,8721-12704,11.29832624723398,2.3432395,10.96265849594323,10.800972517208999,-1.0,1.0
513,8721-9102,11.550997987396027,2.4572184,11.232106116144084,11.000701058570902,1.0,-1.0
514,8722-12701,11.661286184032022,2.3425047,11.254802467178365,11.258485172132701,0.0,1.0
515,8722-3702,11.496067992758313,2.3225727,11.126684164405864,11.003006836809957,-1.0,1.0
516,8722-3704,11.326751082996426,2.398632,11.041855202931192,10.73692207968044,-1.0,-1.0
517,8722-6102,11.405540079487634,2.423692,11.1293856777896,10.81485303243015,0.0,-1.0
518,8722-6103,11.319775931172147,2.324506,11.029254720146481,10.652735714684795,0.0,1.0
519,8722-6104,11.563794657500724,2.4101145,11.251056906932313,11.04924703825579,1.0,0.0
520,8722-9102,11.229823466640292,2.3337972,10.959630189422384,10.546360640378564,-1.0,1.0
521,8723-6103,11.335874657063451,2.369212,11.062254090084544,10.759233498594412,-1.0,0.0
522,8724-12703,11.336788871774107,2.4262488,11.08629601184712,10.720058672387136,0.0,-1.0
523,8724-6101,11.436970560516544,2.3797674,11.179760301719165,10.805248375207729,1.0,0.0
524,8725-12704,12.200520135362435,2.651437,11.550905763170515,11.976917604250385,0.0,0.0
525,8725-3702,11.253222856562218,2.333562,11.034118078936666,10.503477276399664,0.0,0.0
526,8725-6103,11.236583424398198,2.425621,11.008597666842395,10.563125211245875,0.0,-1.0
527,8726-1902,11.654990496354705,2.472868,11.356337586282594,11.061480417749902,1.0,-1.0
528,8726-3701,11.399803308363877,2.37703,11.168672295071504,10.693013828039838,1.0,0.0
529,8726-9102,11.342236370384775,2.3725686,11.111025545011275,10.6534875887806,1.0,0.0
530,8727-6103,11.396315279656623,2.465761,11.222763005540351,10.505604911307056,0.0,0.0
531,8728-12703,11.488641891351799,2.4294193,11.21283057006819,10.888627381310656,1.0,-1.0
532,8728-3704,11.483273367385113,2.4072702,11.223993215551944,10.870092707483648,1.0,0.0
533,8936-12701,11.52699722334248,2.38127,11.08674522883008,11.12570902056179,-1.0,1.0
534,8936-12702,11.316067415919681,2.4230917,11.027339914856464,10.72813423828982,-1.0,-1.0
535,8939-6103,11.517413024311269,2.4151535,11.163382278239947,11.05554655112421,-1.0,0.0
536,8943-3701,11.60390786506581,2.4767187,11.336523129142371,11.018003266204797,1.0,-1.0
537,8943-6104,11.678978424678515,2.4759939,11.311648332878523,11.23335823900728,1.0,-1.0
538,8944-6102,11.29261443129778,2.319941,11.074081304324288,10.54416907033487,1.0,1.0
539,8946-12701,11.387918530376368,2.3084686,11.021454770883555,10.947027007316553,-1.0,1.0
540,8946-1902,11.350449655611948,2.3286006,11.131301936983377,10.641888909355558,1.0,1.0
541,8946-6104,11.599588845938925,2.4826224,11.171783271019423,11.202840291925307,-1.0,-1.0
542,8946-9102,11.417376959819032,2.397809,11.162931256288948,10.769444930695206,1.0,0.0
543,8947-6101,11.345678390048704,2.3662255,10.984939732940404,10.855750198994194,-1.0,1.0
544,8947-6104,11.284303021974377,2.3996,11.104601763469127,10.411730067852602,1.0,-1.0
545,8948-6104,11.566397312428364,2.3956141,11.14630431239879,11.15547342688491,-1.0,1.0
546,8952-12704,11.43478145717722,2.3608928,11.074907699834442,10.976966967860724,-1.0,1.0
547,8977-3703,11.586223033406272,2.380174,11.234677987826938,11.107014660603882,0.0,1.0
548,8979-12702,11.435506351295672,2.3112152,10.981862050460172,11.059743718852943,0.0,1.0
549,8980-12702,11.623036887555296,2.3552098,11.129760795180268,11.303203072668932,-1.0,1.0
550,8984-9101,11.285608835025194,2.3913145,11.083953399696641,10.490078196904395,1.0,-1.0
551,8986-12701,11.580181606138213,2.3830254,11.156204910611375,11.188119718584442,-1.0,1.0
552,8986-12702,11.392986489368592,2.315088,11.080706100839777,10.782657334049171,0.0,1.0
553,8986-12704,11.232850816493418,2.3240361,10.966457576349566,10.621661561194493,-1.0,1.0
554,8986-6103,11.68124119947206,2.5006063,11.354019886007944,11.171094562323537,1.0,-1.0
555,8988-6103,11.35477590010786,2.3835087,11.119867376227635,10.6334636809645,1.0,0.0
556,8989-12703,11.499196370529024,2.384131,11.102493943015515,11.036255826254095,-1.0,1.0
557,8989-12704,11.741890030581839,2.4259174,11.23960189835005,11.405213635664214,-1.0,1.0
558,8990-12702,11.451997278560201,2.3917136,11.165408449267835,10.89816371469717,0.0,0.0
559,8991-3702,11.527809463170033,2.4426816,11.160286181764535,11.089424611621023,-1.0,-1.0
560,8991-6102,11.584310541568708,2.4297023,11.235960897499039,11.091114656111031,0.0,0.0
561,8991-9102,11.489857680738082,2.306086,11.188777736674698,10.881889905520016,1.0,1.0
562,8995-12701,11.498261523056293,2.4497252,11.206909922231949,10.93391584774998,1.0,-1.0
563,8995-12703,11.38072352768775,2.3537946,10.94575786484471,10.946968410813689,-1.0,1.0
564,8995-12704,11.202843093780594,2.3887696,10.90024482774771,10.694289098440414,-1.0,0.0
565,8995-3704,11.404857101911485,2.371497,11.170748266902212,10.748378934120424,1.0,0.0
566,8996-3702,11.349297180316292,2.420836,11.154149544924897,10.53258905541954,1.0,-1.0
567,8997-9101,11.280386879043773,2.3705585,11.070219626032156,10.477086134991023,1.0,-1.0
568,9000-12701,11.271712188057503,2.3284388,10.957472681759063,10.686629764102092,-1.0,1.0
569,9000-12704,11.212419725032936,2.2912335,10.910375120582128,10.676508763316898,-1.0,1.0
570,9001-12701,11.584482986987036,2.4336944,11.135918497575133,11.226951412763249,-1.0,0.0
571,9002-12702,11.605605115863778,2.3066747,11.120648699807347,11.293580080000105,-1.0,0.0
572,9024-3703,11.504170128410246,2.39692,11.227345048229793,10.90825518416621,1.0,0.0
573,9025-6102,11.535476401308756,2.4477508,11.197049968964723,10.993613096983196,0.0,-1.0
574,9025-9101,11.765626986652665,2.4099865,11.157465420668924,11.512702459937996,-1.0,1.0
575,9026-12701,11.287183322207838,2.3210208,11.113765212190593,10.338222958864602,1.0,0.0
576,9026-12704,11.383357146444189,2.2816374,11.033145591822795,10.893846126192253,-1.0,1.0
577,9027-3704,11.32961570822417,2.435209,11.141605273324638,10.516912949388546,1.0,-1.0
578,9028-3701,11.523750148561323,2.4985032,11.246737910722361,10.945241904955491,1.0,-1.0
579,9029-12703,11.323064348052366,2.359937,11.051606632030706,10.737102323728497,-1.0,0.0
580,9030-12705,11.391444194135774,2.3598301,11.111991323620355,10.783186888100602,0.0,1.0
581,9030-3701,11.200872839568676,2.2431026,11.016374750192385,10.41215172452835,1.0,1.0
582,9030-3703,11.345346448122918,2.3880985,11.177682821348393,10.507234419448894,1.0,-1.0
583,9030-6101,11.535909514691285,2.4550252,11.207624762062883,11.023212001120749,0.0,-1.0
584,9031-3701,11.250367498090938,2.3633626,11.129314249619785,10.184146446340865,0.0,-1.0
585,9031-9101,11.284554397763877,2.3939276,10.9910258369698,10.71395529292258,-1.0,-1.0
586,9031-9102,11.55236448118301,2.362558,11.212868440401422,11.05884695451843,0.0,1.0
587,9032-3702,11.216567556343682,2.297336,10.895839546200115,10.640589743017157,-1.0,1.0
588,9033-6104,11.626969256283108,2.4531407,11.277538701249483,11.155727795144887,0.0,-1.0
589,9033-9101,11.414368294371583,2.389926,11.071645869453112,10.898488232931378,-1.0,0.0
590,9034-12704,11.236877679058196,2.3041275,11.042188281608798,10.423266175956476,1.0,1.0
591,9034-6104,11.566202459350867,2.4145024,11.230179454853523,11.03714846206896,0.0,0.0
592,9035-9101,11.25733493188387,2.2850838,11.020667875557493,10.552161555370203,0.0,1.0
593,9036-3703,11.246658600774555,2.2504392,11.086019816468632,10.275703703826562,1.0,1.0
594,9037-6104,11.234558053622713,2.3179202,11.070205299219424,10.327773763157419,1.0,0.0
595,9038-12702,11.319934604183295,2.3543582,11.143231988179874,10.40663154238622,1.0,0.0
596,9039-12701,11.532633680046679,2.4144442,11.208562518962811,11.040998553131704,0.0,0.0
597,9039-12703,11.52896036000523,2.3986783,11.073723438981352,11.166668455762313,-1.0,1.0
598,9039-12705,11.214371151544045,2.276375,10.985838553133355,10.486611039128565,0.0,1.0
599,9039-6101,11.485158388054465,2.3836038,11.194610491949817,10.88511541686919,1.0,0.0
600,9040-3701,11.640013126800415,2.4427414,11.34473330326895,11.073323874746603,1.0,-1.0
601,9041-6103,11.423523206539576,2.3975255,11.135849051169345,10.81728967725673,0.0,0.0
602,9042-3701,11.469845501490417,2.46533,11.168689120288072,10.924685250774939,0.0,-1.0
603,9042-3702,11.508591735364291,2.4401116,11.244451320711196,10.896795026567382,1.0,-1.0
604,9042-3703,11.249769926137857,2.406577,11.147129399008119,9.958603314840575,0.0,0.0
605,9043-12701,11.635904852390988,2.540452,10.904676564343031,11.45475518190346,0.0,0.0
606,9043-12702,11.294949624600262,2.3647883,11.018354048845868,10.674380337520358,-1.0,0.0
607,9043-12703,11.451260990375518,2.450353,11.116096936703235,10.96006572313935,-1.0,-1.0
608,9043-3703,11.382889060253119,2.4443462,11.144364349076662,10.70538920225984,1.0,-1.0
609,9043-3704,11.475520076257123,2.3761303,11.190763618459737,10.87009287235303,1.0,0.0
610,9043-9101,11.593811986078757,2.456038,11.172159258027532,11.170601328925462,-1.0,-1.0
611,9043-9102,11.434930435267011,2.4217985,11.122738098142582,10.909833075988894,0.0,-1.0
612,9044-12702,11.419326164427227,2.4691603,10.922393718338936,11.074883974653373,0.0,-1.0
613,9044-3704,11.424739307174814,2.4372988,11.188543268791673,10.75291622646309,1.0,-1.0
614,9044-6102,11.21534291558182,2.331276,10.998419029721244,10.443053642029534,0.0,0.0
615,9045-12701,11.575078666625387,2.3726804,11.144721117717602,11.180399964154457,-1.0,1.0
616,9045-12705,11.595587051843134,2.3433554,11.109534410225343,11.258272836320526,-1.0,1.0
617,9045-3701,11.591662791313219,2.3622322,11.210475820789606,11.107079297926743,0.0,1.0
618,9045-3704,11.443005018716752,2.32284,11.209058268713738,10.794387485239483,1.0,1.0
619,9046-12701,11.43286024451966,2.3501585,11.096362149383351,10.913197893228757,-1.0,1.0
620,9047-12701,11.414250391116695,2.3271823,10.986693231702683,11.031255557627036,-1.0,1.0
621,9047-6102,11.213454047689734,2.3982632,11.033953649557331,10.332821475338868,1.0,-1.0
622,9048-3703,11.615917039317463,2.4875283,11.239387119260355,11.168129004998269,0.0,-1.0
623,9048-6102,11.64891008673581,2.4423516,11.3530882880904,11.068112141726854,1.0,-1.0
624,9050-3701,11.253295142646907,2.430134,11.065976006955877,10.435732522187699,1.0,-1.0
625,9085-12704,11.321003745592936,2.2727418,10.946819516253537,10.795250350959329,-1.0,1.0
626,9085-6102,11.701983790299353,2.4720576,11.307654705434993,11.23347786781792,0.0,-1.0
627,9086-9101,11.2600242684104,2.3060508,11.074908891620703,10.34804754338148,1.0,1.0
628,9087-3703,11.215732972302682,2.3144386,11.055339446078108,10.244828649109158,1.0,0.0
629,9088-6103,11.321820918027784,2.3813624,11.128208918730927,10.39215545491423,1.0,-1.0
630,9089-1902,11.349839100481011,2.3790472,11.02950319909488,10.845378913103735,-1.0,0.0
631,9090-9102,11.398256501614922,2.3204293,11.135212488267387,10.784664457583093,0.0,1.0
632,9091-6102,11.406727177515954,2.3452313,11.204506715326978,10.624071676226576,1.0,0.0
633,9092-12704,11.67817424256764,2.4731247,11.198264770393903,11.347016391262208,-1.0,-1.0
634,9092-3703,11.279107171421476,2.3593938,11.089071820003522,10.532018963425097,1.0,0.0
635,9092-6103,11.35801340363915,2.4094582,11.095027622128532,10.724971529840767,0.0,-1.0
636,9092-6104,11.565165811785251,2.4582322,11.243422865517855,11.039969126501685,1.0,-1.0
637,9093-12703,11.289814802227347,2.3573883,11.056940200712859,10.618912294795557,0.0,0.0
638,9094-12702,11.825412033336885,2.4876835,11.134562733488567,11.625567702298703,0.0,0.0
639,9094-12704,11.392820187082288,2.2028205,11.055583736466865,10.862256894997264,-1.0,0.0
640,9094-3702,11.366350167463205,2.3695433,11.114241512733521,10.730764467339032,0.0,0.0
641,9094-6103,11.492620707102098,2.440364,11.18498240418332,10.918693431126698,0.0,-1.0
642,9094-9102,11.65334864740393,2.4933896,11.381699732366565,11.04688270454905,1.0,-1.0
643,9181-12704,11.350666724797941,2.2996347,11.086104960785967,10.68744686824989,0.0,1.0
644,9181-3702,11.650107238450753,2.492809,11.28428868811208,11.190942290102186,0.0,-1.0
645,9181-3704,11.609632431924373,2.4179852,11.26374721664752,11.116143286361867,0.0,0.0
646,9181-6103,11.251704669377391,2.333923,10.997785251671479,10.603537004986041,-1.0,1.0
647,9182-12701,11.743954392989654,2.5064683,11.267976682218945,11.398353541073588,-1.0,-1.0
648,9182-3704,11.31386732494611,2.4323041,11.05212229639769,10.711997695282452,0.0,-1.0
649,9182-6103,11.27069923693911,2.3635445,11.056015725916382,10.562462502885795,0.0,0.0
650,9182-9101,11.406495642871342,2.3747208,11.11174888385836,10.844891270858081,0.0,0.0
651,9183-6103,11.288977638695107,2.3686292,11.040247766994534,10.694364139437704,0.0,0.0
652,9185-3701,11.48805230025666,2.392276,11.111262810899179,11.045602478764426,-1.0,0.0
653,9186-9102,11.21007946538327,2.2918873,10.960983305513189,10.461901627690313,0.0,1.0
654,9187-12701,11.451038897488152,2.411583,11.06045972549722,10.996657498974903,-1.0,0.0
655,9188-6101,11.553780723115384,2.4450324,11.214922769368812,11.03814826385143,0.0,-1.0
656,9189-3703,11.684029250314158,2.4419742,11.202086519277643,11.341757402338686,-1.0,0.0
657,9191-6103,11.686806712110789,2.4847355,11.287018422463051,11.249874389799306,0.0,-1.0
658,9192-6103,11.45922186460409,2.4005349,11.22177878456247,10.732901466219044,1.0,-1.0
659,9194-3701,11.43908747161242,2.353851,11.225922057334765,10.675346676064452,1.0,0.0
660,9195-6103,11.521354531565759,2.453297,11.271514562688852,10.82700602062073,1.0,-1.0
661,9196-12705,11.223651286787463,2.2516234,10.852550293954307,10.798375716042546,0.0,0.0
662,9196-3701,11.67522321044973,2.4602056,11.335008142277056,11.170020598162433,1.0,-1.0
663,9196-6102,11.30084823492304,2.2509449,11.010818745336035,10.690549893040377,-1.0,0.0
664,9484-12702,11.709270586586037,2.4681249,11.242131339114954,11.354200324048138,-1.0,-1.0
665,9485-6101,11.453559846559935,2.3686407,11.179553839184695,10.792365200796894,1.0,0.0
666,9485-9101,11.455216349843862,2.377791,11.170544585298757,10.873463494742019,0.0,0.0
667,9489-12701,11.649250394473556,2.4015987,11.261182010884376,11.22523374128298,0.0,1.0
668,9490-12705,11.29946738617459,2.2155821,11.012284875986367,10.59406579577061,0.0,0.0
669,9490-9102,11.661739805207496,2.4306402,11.201700831612042,11.299216188240539,-1.0,0.0
670,9491-1902,11.327073517860123,2.2829893,11.023492226931722,10.741984900587262,-1.0,1.0
671,9492-9101,11.941572920054455,2.4658701,11.410434049023115,11.654378514942707,0.0,0.0
672,9494-9101,11.34751345155682,2.3766735,11.080615651897256,10.728103658387731,0.0,0.0
673,9495-6104,11.249010152635584,2.3626773,11.078591960383713,10.41257204944872,1.0,-1.0
674,9497-6102,11.26502602661592,2.3369353,11.02244732723048,10.61578412190538,0.0,1.0
675,9498-3701,11.5046667410638,2.3236105,11.260977593385372,10.833840552961894,1.0,1.0
676,9498-9101,11.67193728513482,2.4434557,11.380979467997097,11.124284540688464,1.0,-1.0
677,9502-9101,11.44173689693847,2.378972,11.13553033940253,10.913515728916995,0.0,0.0
678,9506-3704,11.467058148336806,2.4216292,11.147912786330009,10.955753428193672,0.0,-1.0
679,9506-6103,11.64692975255305,2.4857547,11.280620490506074,11.206369753708435,0.0,-1.0
680,9507-9101,11.485689239851842,2.3635948,11.162886221985753,10.982468674771617,0.0,1.0
681,9508-12703,11.324059781083761,2.1534638,11.025663040384092,10.614385353679316,0.0,0.0
682,9510-12705,11.458998109615347,2.3760011,11.009690690852315,11.069048986240277,-1.0,1.0
683,9511-12705,11.494150647002904,2.3485205,11.251938419587105,10.766213258808593,1.0,1.0
684,9511-9102,11.62713405699381,2.4020135,11.251911360610636,11.162847923795745,0.0,0.0
685,9513-12703,11.412440029814716,2.39193,11.111356915407908,10.82745660384116,0.0,0.0
686,9864-12701,11.38339453228257,2.350524,11.138596597498811,10.695974205938512,1.0,1.0
687,9864-12702,11.509989836428499,2.405993,11.072742974640146,11.10733578584956,-1.0,0.0
688,9864-3702,11.446139754160127,2.4417481,11.215205711651185,10.74466764967679,1.0,-1.0
689,9864-6104,11.308928917671603,2.4438274,11.063757946708478,10.649973766897903,0.0,-1.0
690,9865-12703,11.497647737317934,2.3391309,11.059858588900857,11.10812320555186,-1.0,1.0
691,9865-6102,11.40746446433634,2.3369877,11.120728353776553,10.824761193694947,0.0,1.0
692,9867-12705,11.432708306227685,2.4077349,11.151617867559457,10.84381395472547,0.0,-1.0
693,9868-12704,11.412408979754353,2.4007409,11.181166094352243,10.698973820352059,1.0,-1.0
694,9870-9102,11.507956579496078,2.4778602,11.144328659224055,11.077973606790103,-1.0,-1.0
695,9878-3701,11.283290479685801,2.394982,11.07568345824688,10.53945276371027,1.0,-1.0
696,9881-6103,11.444673916980102,2.4140625,11.174133950483958,10.852187963768785,0.0,-1.0
697,9882-9101,11.41690832691519,2.3155417,11.170108367690107,10.647399028635004,1.0,1.0
698,9883-6101,11.485741903980408,2.457031,11.187464259352788,10.900747227152387,0.0,-1.0
699,9883-6104,11.583177610260577,2.4551415,11.19272329249481,11.18426234219525,-1.0,-1.0
700,9884-3702,11.396249110802012,2.363218,11.036644459520923,10.90227380614111,-1.0,1.0
701,9884-6102,11.72179855389704,2.4710093,11.27560696068106,11.333256760913974,0.0,-1.0
702,9885-12703,11.3568444720309,2.3624413,11.015748558756275,10.878341596386324,-1.0,1.0
703,9885-6102,11.245905751005942,2.3397353,10.985252440504933,10.610395820835766,-1.0,1.0
704,9886-3703,11.562772895366175,2.4361727,11.311414157406494,10.923410959964123,1.0,-1.0
705,9886-6101,11.478228438659697,2.3757775,11.215703112351617,10.860294534861557,1.0,0.0
706,9886-9102,11.21005799219999,2.4543831,11.044953311596906,10.180765908015099,1.0,0.0
707,9887-12703,11.268834311719008,2.3513448,10.93531956346559,10.780149033630181,-1.0,1.0
708,9887-12704,11.313810412904632,2.3867886,11.000176848440292,10.73867958005368,-1.0,0.0
709,9887-1902,11.297685550976711,2.3851292,10.992452133484546,10.783534631581027,-1.0,0.0
710,9887-6101,11.659381648899341,2.4687312,11.25213766649081,11.263337120469412,0.0,-1.0
711,9887-9102,11.477996366279417,2.3402405,11.148121345109798,10.941208794940184,0.0,1.0
712,9888-12703,11.649919245495727,2.4786983,11.359961629309716,11.094319515502608,1.0,-1.0
713,9888-6101,11.463087545101322,2.4153998,11.149141267019521,10.928339984543193,0.0,-1.0
714,9888-6102,11.527250393667456,2.3982534,11.263119061049894,10.878255802347084,1.0,0.0
715,9888-6104,11.777118206883067,2.4374557,11.319404137305973,11.379995695310235,0.0,0.0
716,9889-9101,11.221101519575207,2.348887,11.066842235583582,10.296504879237464,1.0,-1.0
717,9890-12703,11.281054867965032,2.3796937,10.924679577457928,10.859127112038513,-1.0,0.0
718,9890-3702,11.604929527870613,2.5236812,11.40602516521479,10.810968211327001,0.0,0.0
719,9890-9102,11.558748566483398,2.4120421,11.237947182132716,11.04866184951549,0.0,0.0
720,9891-12701,11.407388271073687,2.4301765,11.069035018698887,10.882919191680015,-1.0,-1.0
721,9891-3701,11.404653734707187,2.33763,11.050236087941766,10.911175566673005,-1.0,1.0
722,9891-6101,11.355372196928782,2.3162222,11.175111422069554,10.456634401180438,1.0,1.0
723,9891-9101,11.583062901986052,2.3805244,11.112669135054809,11.21376134277295,-1.0,1.0
724,9892-3701,11.420042418117022,2.3168116,11.212337322864903,10.641960691122252,1.0,1.0
725,9893-3703,11.264724222995655,2.4555006,11.171228257784163,9.968358673944149,0.0,0.0
